10.1034/j.1600-0412.2003.820107.x	0001-6349
10.1037/0003-066X.38.1.57	1935-990X
10.1037/0003-066X.38.11.1161	0003-066X
10.1037/0003-066X.38.9.982	1935-990X
10.1037/0003-066X.39.10.1123	0003-066X
10.1037/0003-066X.39.12.1372	1935-990X
10.1037/0003-066X.39.2.176	0003-066X
10.1037/0003-066X.39.3.214	0003-066X
10.1037/0003-066X.39.4.341	0003-066X
10.1037/0003-066X.39.6.698	1935-990X
10.1037/0003-066X.39.7.787	0003-066X
10.1037/0003-066X.39.7.794	1935-990X
10.1037/0003-066X.40.11.1189	1935-990X
10.1037/0003-066X.40.11.1219	1935-990X
10.1037/0003-066X.40.11.1231	1935-990X
10.1037/0003-066X.40.2.133	1935-990X
10.1037/0003-066X.40.2.165	1935-990X
10.1037/0003-066X.40.3.266	1935-990X
10.1037/0003-066X.40.3.355	1935-990X
10.1037/0003-066X.40.4.423	1935-990X
10.1037/0003-066X.40.7.812	1935-990X
10.1037/0003-066X.40.8.905	1935-990X
10.1037/0003-066X.41.1.3	1935-990X
10.1037/0003-066X.41.10.1040	1935-990X
10.1037/0003-066X.41.3.264	1935-990X
10.1037/0003-066X.41.9.1012	1935-990X
10.1037/0003-066X.41.9.954	1935-990X
10.1037/0003-066X.42.5.513.a	1935-990X
10.1037/0003-066X.43.7.582	1935-990X
10.1037/0003-066X.44.1.19	1935-990X
10.1037/0003-066X.44.12.1469	1935-990X
10.1037/0003-066X.44.2.112	1935-990X
10.1037/0003-066X.44.2.134	1935-990X
10.1037/0003-066X.44.2.98	1935-990X
10.1037/0003-066X.44.3.513	1935-990X
10.1037/0003-066X.44.4.695	1935-990X
10.1037/0003-066X.44.9.1175	1935-990X
10.1037/0003-066X.44.9.1185	1935-990X
10.1037/0003-066X.45.10.1146	1935-990X
10.1037/0003-066X.45.10.1159	1935-990X
10.1037/0003-066X.45.12.1297	1935-990X
10.1037/0003-066X.45.12.1304	1935-990X
10.1037/0003-066X.45.2.262	1935-990X
10.1037/0003-066X.45.3.385	1935-990X
10.1037/0003-066X.45.4.489	1935-990X
10.1037/0003-066X.45.4.513	1935-990X
10.1037/0003-066X.45.5.612	1935-990X
10.1037/0003-066X.45.8.913	1935-990X
10.1037/0003-066X.45.8.921	1935-990X
10.1037/0003-066X.45.9.1043	1935-990X
10.1037/0003-066X.46.1.16	1935-990X
10.1037/0003-066X.46.1.78	1935-990X
10.1037/0003-066X.46.12.1346	1935-990X
10.1037/0003-066X.46.4.326	1935-990X
10.1037/0003-066X.46.8.819	1935-990X
10.1037/0003-066X.47.1.23	1935-990X
10.1037/0003-066X.47.10.1237	0003-066X
10.1037/0003-066X.47.11.1383	1935-990X
10.1037/0003-066X.47.11.1423	1935-990X
10.1037/0003-066X.47.11.1454	1935-990X
10.1037/0003-066X.47.11.1464	1935-990X
10.1037/0003-066X.47.2.143	1935-990X
10.1037/0003-066X.47.2.170	1935-990X
10.1037/0003-066X.47.2.190	1935-990X
10.1037/0003-066X.47.2.299	1935-990X
10.1037/0003-066X.47.2.308	1935-990X
10.1037/0003-066X.47.6.761	1935-990X
10.1037/0003-066X.47.6.766	1935-990X
10.1037/0003-066X.47.6.812	0003-066X
10.1037/0003-066X.47.8.1019	1935-990X
10.1037/0003-066X.47.9.1083	1935-990X
10.1037/0003-066X.47.9.1102	1935-990X
10.1037/0003-066X.48.1.26	1935-990X
10.1037/0003-066X.48.10.1062	1935-990X
10.1037/0003-066X.48.10.1070	1935-990X
10.1037/0003-066X.48.10.10701	null
10.1037/0003-066X.48.11.1117	1935-990X
10.1037/0003-066X.48.12.1181	1935-990X
10.1037/0003-066X.48.2.90	1935-990X
10.1037/0003-066X.48.4.384	1935-990X
10.1037/0003-066X.48.5.518	1935-990X
10.1037/0003-066X.48.5.572	0003-066X
10.1037/0003-066X.48.6.621	1935-990X
10.1037/0003-066X.48.6.638	1935-990X
10.1037/0003-066X.49.1.15	1935-990X
10.1037/0003-066X.49.11.955	1935-990X
10.1037/0003-066X.49.12.1084	1935-990X
10.1037/0003-066X.49.12.997	1935-990X
10.1037/0003-066X.49.4.329	1935-990X
10.1037/0003-066X.50.10.846	0003-066X
10.1037/0003-066X.50.12.965	1935-990X
10.1037/0003-066X.50.6.449	1935-990X
10.1037/0003-066X.51.11.1153	1935-990X
10.1037/0003-066X.51.2.143	1935-990X
10.1037/0003-066X.51.2.77	0003-066X
10.1037/0003-066X.51.3.237	0003-066X
10.1037/0003-066X.51.3.241	0003-066X
10.1037/0003-066X.51.3.244	0003-066X
10.1037/0003-066X.51.3.248	0003-066X
10.1037/0003-066X.51.3.262	0003-066X
10.1037/0003-066X.51.5.469	0003-066X
10.1037/0003-066X.51.6.589	1935-990X
10.1037/0003-066X.51.6.599	0003-066X
10.1037/0003-066X.51.7.702	1935-990X
10.1037/0003-066X.51.9.918	1935-990X
10.1037/0003-066X.51.9.957	1935-990X
10.1037/0003-066X.52.1.45	0003-066X
10.1037/0003-066X.52.1.79	0003-066X
10.1037/0003-066X.52.12.1280	1935-990X
10.1037/0003-066X.52.12.1377	1935-990X
10.1037/0003-066X.52.12.1380.b	1935-990X
10.1037/0003-066X.52.2.117	0003-066X
10.1037/0003-066X.52.2.130	0003-066X
10.1037/0003-066X.52.3.221	1935-990X
10.1037/0003-066X.52.4.318	1935-990X
10.1037/0003-066X.52.5.509	1935-990X
10.1037/0003-066X.52.6.613	1935-990X
10.1037/0003-066X.52.9.941	1935-990X
10.1037/0003-066X.52.9.966	1935-990X
10.1037/0003-066X.52.9.973	1935-990X
10.1037/0003-066X.53.1.5	1935-990X
10.1037/0003-066X.53.10.1128	1935-990X
10.1037/0003-066X.53.2.121	1935-990X
10.1037/0003-066X.53.2.152	1935-990X
10.1037/0003-066X.53.2.185	1935-990X
10.1037/0003-066X.53.2.205	1935-990X
10.1037/0003-066X.53.2.242	1935-990X
10.1037/0003-066X.53.4.398	1935-990X
10.1037/0003-066X.53.5.533	1935-990X
10.1037/0003-066X.53.9.1017	1935-990X
10.1037/0003-066X.54.1.30	0003-066X
10.1037/0003-066X.54.1.5	0003-066X
10.1037/0003-066X.54.10.817	1935-990X
10.1037/0003-066X.54.10.821	1935-990X
10.1037/0003-066X.54.12.1053	1935-990X
10.1037/0003-066X.54.12.1061	1935-990X
10.1037/0003-066X.54.3.165	1935-990X
10.1037/0003-066X.54.3.182	1935-990X
10.1037/0003-066X.54.4.260	1935-990X
10.1037/0003-066X.54.5.364	0003-066X
10.1037/0003-066X.54.6.408	1935-990X
10.1037/0003-066X.54.7.480	1935-990X
10.1037/0003-066X.54.7.493	0003-066X
10.1037/0003-066X.54.7.516	0003-066X
10.1037/0003-066X.54.8.586	1935-990X
10.1037/0003-066X.54.8.594	1935-990X
10.1037/0003-066X.54.9.755	1935-990X
10.1037/0003-066X.55.1.122	1935-990X
10.1037/0003-066X.55.1.15	1935-990X
10.1037/0003-066X.55.1.34	1935-990X
10.1037/0003-066X.55.1.44	1935-990X
10.1037/0003-066X.55.1.5	1935-990X
10.1037/0003-066X.55.1.68	1935-990X
10.1037/0003-066X.55.1.99	1935-990X
10.1037/0003-066X.55.11.1217	1935-990X
10.1037/0003-066X.55.11.1233	1935-990X
10.1037/0003-066X.55.11.1247	1935-990X
10.1037/0003-066X.55.11.1330	1935-990X
10.1037/0003-066X.55.2.236	1935-990X
10.1037/0003-066X.55.2.241	1935-990X
10.1037/0003-066X.55.2.247	1935-990X
10.1037/0003-066X.55.2.260	1935-990X
10.1037/0003-066X.55.5.469	1935-990X
10.1037/0003-066X.55.6.599	1935-990X
10.1037/0003-066X.55.6.647	1935-990X
10.1037/0003-066X.55.7.721	1935-990X
10.1037/0003-066X.55.7.740	1935-990X
10.1037/0003-066X.55.9.1058	1935-990X
10.1037/0003-066X.56.11.864	1935-990X
10.1037/0003-066X.56.11.931</nowiki>	null
10.1037/0003-066X.56.2.109	1935-990X
10.1037/0003-066X.56.3.218	1935-990X
10.1037/0003-066X.56.3.227	1935-990X
10.1037/0003-066X.56.3.239	1935-990X
10.1037/0003-066X.56.4.350	1935-990X
10.1037/0003-066X.56.6-7.477	1935-990X
10.1037/0003-066X.56.6-7.497	1935-990X
10.1037/0003-066X.56.6-7.514	0003-066X
10.1037/0003-066X.56.9.717	1935-990X
10.1037/0003-066X.57.1.20	1935-990X
10.1037/0003-066X.57.10.784	1935-990X
10.1037/0003-066X.57.11.819	1935-990X
10.1037/0003-066X.57.11.893	1935-990X
10.1037/0003-066X.57.11.960	1935-990X
10.1037/0003-066X.57.11.986	1935-990X
10.1037/0003-066X.57.12.1121	0003-066X
10.1037/0003-066X.57.3.189	1935-990X
10.1037/0003-066X.57.5.366	1935-990X
10.1037/0003-066X.57.6-7.440	1935-990X
10.1037/0003-066X.57.9.705	1935-990X
10.1037/0003-066X.58.1.24	1935-990X
10.1037/0003-066X.58.1.36	1935-990X
10.1037/0003-066X.58.1.5	1935-990X
10.1037/0003-066X.58.1.53	1935-990X
10.1037/0003-066X.58.11.864	1935-990X
10.1037/0003-066X.58.11.867	1935-990X
10.1037/0003-066X.58.11.878	1935-990X
10.1037/0003-066X.58.11.890	1935-990X
10.1037/0003-066X.58.12.1009	1935-990X
10.1037/0003-066X.58.3.182	1935-990X
10.1037/0003-066X.58.9.697	1935-990X
10.1037/0003-066X.58.9.742	1935-990X
10.1037/0003-066X.58.9.747	1935-990X
10.1037/0003-066X.59.1.14	1935-990X
10.1037/0003-066X.59.1.20	1935-990X
10.1037/0003-066X.59.1.48	1935-990X
10.1037/0003-066X.59.1.7	1935-990X
10.1037/0003-066X.59.2.77	1935-990X
10.1037/0003-066X.59.2.93	1935-990X
10.1037/0003-066X.59.4.261	1935-990X
10.1037/0003-066X.59.5.361	0003-066X
10.1037/0003-066X.59.7.614	1935-990X
10.1037/0003-066X.59.8.673a	1935-990X
10.1037/0003-066X.59.8.676	1935-990X
10.1037/0003-066X.59.8.685	1935-990X
10.1037/0003-066X.59.9.891	1935-990X
10.1037/0003-066X.60.1.115	1935-990X
10.1037/0003-066X.60.1.16	1935-990X
10.1037/0003-066X.60.1.27	1935-990X
10.1037/0003-066X.60.1.46	1935-990X
10.1037/0003-066X.60.1.60	1935-990X
10.1037/0003-066X.60.1.71	1935-990X
10.1037/0003-066X.60.2.181	1935-990X
10.1037/0003-066X.60.5.410	1935-990X
10.1037/0003-066X.60.6.581	1935-990X
10.1037/0003-066X.60.7.678	1935-990X
10.1037/0003-066X.60.8.837	1935-990X
10.1037/0003-066X.60.8.870	1935-990X
10.1037/0003-066X.60.9.950	1935-990X
10.1037/0003-066X.60.9.976	1935-990X
10.1037/0003-066X.61.1.27	1935-990X
10.1037/0003-066X.61.3.192	1935-990X
10.1037/0003-066X.61.3.227	1935-990X
10.1037/0003-066X.61.4.305	1935-990X
10.1037/0003-066X.61.5.399	1935-990X
10.1037/0003-066X.61.6.607	1935-990X
10.1037/0003-066X.61.7.651	1935-990X
10.1037/0003-066X.61.7.671	1935-990X
10.1037/0003-066X.61.7.726	1935-990X
10.1037/0003-066X.61.8.760	1935-990X
10.1037/0003-066X.61.8.774	1935-990X
10.1037/0003-066X.62.1.52	1935-990X
10.1037/0003-066X.62.2.71	1935-990X
10.1037/0003-066X.62.2.84	1935-990X
10.1037/0003-066X.62.3.247	1935-990X
10.1037/0003-066X.62.3.252	1935-990X
10.1037/0003-066X.62.4.271	1935-990X
10.1037/0003-066X.62.4.320	1935-990X
10.1037/0003-066X.62.5.394	0003-066X
10.1037/0003-066X.62.6.555	1935-990X
10.1037/0003-066X.62.6.590	1935-990X
10.1037/0003-066X.62.6.596	1935-990X
10.1037/0003-066X.62.8.932	1935-990X
10.1037/0003-066X.62.9.1071	1935-990X
10.1037/0003-066X.62.9.980	1935-990X
10.1037/0003-066X.63.2.111	1935-990X
10.1037/0003-066X.63.2.133	1935-990X
10.1037/0003-066X.63.4.273	1935-990X
10.1037/0003-066X.63.4.274	1935-990X
10.1037/0003-066X.63.4.275	1935-990X
10.1037/0003-066X.63.5.345	1935-990X
10.1037/0003-066X.63.7.602	1935-990X
10.1037/0003-066X.63.8.648	1935-990X
10.1037/0003-066X.63.9.852	1935-990X
10.1037/0003-066x.30.1.1	0003-066X
10.1037/0003-066x.30.1.88	0003-066X
10.1037/0003-066x.30.2.185	0003-066X
10.1037/0003-066x.31.10.726	1935-990X
10.1037/0003-066x.31.8.553	1935-990X
10.1037/0003-066x.32.2.129	1935-990X
10.1037/0003-066x.32.8.616	1935-990X
10.1037/0003-066x.32.9.752	1935-990X
10.1037/0003-066x.33.10.939	1935-990X
10.1037/0003-066x.33.2.148	0003-066X
10.1037/0003-066x.33.3.201	0003-066X
10.1037/0003-066x.33.3.239	1935-990X
10.1037/0003-066x.33.5.499	0003-066X
10.1037/0003-066x.33.8.746	0003-066X
10.1037/0003-066x.34.10.932	1935-990X
10.1037/0003-066x.34.2.107	1935-990X
10.1037/0003-066x.34.2.141	0003-066X
10.1037/0003-066x.34.2.151	0003-066X
10.1037/0003-066x.35.10.911	1935-990X
10.1037/0003-066x.35.2.151	0003-066X
10.1037/0003-066x.35.3.231	1935-990X
10.1037/0003-066x.35.5.444	0003-066X
10.1037/0003-066x.35.7.603	1935-990X
10.1037/0003-066x.36.11.1453	1935-990X
10.1037/0003-066x.36.4.343	0003-066X
10.1037/0003-066x.36.8.879	1935-990X
10.1037/0003-066x.37.10.1105	1935-990X
10.1037/0003-066x.37.2.122	0003-066X
10.1037/0003-066x.37.2.148	0003-066X
10.1037/0003-066x.37.3.245	1935-990X
10.1037/0003-066x.37.4.368	1935-990X
10.1037/0003-066x.38.4.399	0003-066X
10.1037/0003-066x.38.5.564	0003-066X
10.1037/0003-066x.38.7.786	1935-990X
10.1037/0003-066x.38.9.986	0003-066X
10.1037/0003-066x.39.10.1123	0003-066X
10.1037/0003-066x.39.11.1214	0003-066X
10.1037/0003-066x.39.12.1372	1935-990X
10.1037/0003-066x.39.3.214	0003-066X
10.1037/0003-066x.39.4.341	0003-066X
10.1037/0003-066x.39.8.912	0003-066X
10.1037/0003-066x.40.2.242	1935-990X
10.1037/0003-066x.41.1.35	1935-990X
10.1037/0003-066x.41.10.1173.b	1935-990X
10.1037/0003-066x.41.11.1241	1935-990X
10.1037/0003-066x.41.7.813	1935-990X
10.1037/0003-066x.41.9.1012	1935-990X
10.1037/0003-066x.42.10.944	1935-990X
10.1037/0003-066x.42.2.137	1935-990X
10.1037/0003-066x.42.3.218	1935-990X
10.1037/0003-066x.42.4.285	1935-990X
10.1037/0003-066x.42.4.315	1935-990X
10.1037/0003-066x.42.5.443	1935-990X
10.1037/0003-066x.42.5.513.a	1935-990X
10.1037/0003-066x.42.9.849	1935-990X
10.1037/0003-066x.43.1.23	1935-990X
10.1037/0003-066x.43.1.35	1935-990X
10.1037/0003-066x.43.10.823	1935-990X
10.1037/0003-066x.43.3.175	1935-990X
10.1037/0003-066x.43.5.349	1935-990X
10.1037/0003-066x.43.8.627	1935-990X
10.1037/0003-066x.44.11.1355	1935-990X
10.1037/0003-066x.44.2.162	1935-990X
10.1037/0003-066x.44.2.98	1935-990X
10.1037/0003-066x.44.9.1175	1935-990X
10.1037/0003-066x.45.12.1304	1935-990X
10.1037/0003-066x.45.12.1384	1935-990X
10.1037/0003-066x.45.2.120	1935-990X
10.1037/0003-066x.45.2.262	1935-990X
10.1037/0003-066x.45.3.315	1935-990X
10.1037/0003-066x.45.4.513	1935-990X
10.1037/0003-066x.45.6.721	1935-990X
10.1037/0003-066x.45.6.775	1935-990X
10.1037/0003-066x.45.8.913	1935-990X
10.1037/0003-066x.45.9.1043	1935-990X
10.1037/0003-066x.46.1.19	1935-990X
10.1037/0003-066x.46.1.27	1935-990X
10.1037/0003-066x.46.1.32	1935-990X
10.1037/0003-066x.46.1.37	1935-990X
10.1037/0003-066x.46.1.41	1935-990X
10.1037/0003-066x.46.1.46	1935-990X
10.1037/0003-066x.46.10.1036	1935-990X
10.1037/0003-066x.46.10.1049	0003-066X
10.1037/0003-066x.46.10.1071	1935-990X
10.1037/0003-066x.46.3.198	1935-990X
10.1037/0003-066x.46.8.819	1935-990X
10.1037/0003-066x.46.8.863	1935-990X
10.1037/0003-066x.47.1.6	1935-990X
10.1037/0003-066x.47.10.1238	0003-066X
10.1037/0003-066x.47.12.1565	1935-990X
10.1037/0003-066x.47.2.170	1935-990X
10.1037/0003-066x.47.2.198	1935-990X
10.1037/0003-066x.47.2.236	1935-990X
10.1037/0003-066x.47.2.264	1935-990X
10.1037/0003-066x.47.4.470	1935-990X
10.1037/0003-066x.47.4.491	1935-990X
10.1037/0003-066x.47.4.559	1935-990X
10.1037/0003-066x.47.6.766	1935-990X
10.1037/0003-066x.47.8.1019	1935-990X
10.1037/0003-066x.47.8.997	1935-990X
10.1037/0003-066x.47.9.1102	1935-990X
10.1037/0003-066x.48.1.26	1935-990X
10.1037/0003-066x.48.10.1089	0003-066X
10.1037/0003-066x.48.11.1117	1935-990X
10.1037/0003-066x.48.12.1300	1935-990X
10.1037/0003-066x.48.5.518	1935-990X
10.1037/0003-066x.48.6.621	1935-990X
10.1037/0003-066x.49.1.15	1935-990X
10.1037/0003-066x.49.12.997	1935-990X
10.1037/0003-066x.49.2.112	1935-990X
10.1037/0003-066x.49.5.389	1935-990X
10.1037/0003-066x.49.8.709	1935-990X
10.1037/0003-066x.50.1.41	1935-990X
10.1037/0003-066x.50.11.940	0003-066X
10.1037/0003-066x.50.2.79	1935-990X
10.1037/0003-066x.50.2.96	0003-066X
10.1037/0003-066x.50.5.364	0003-066X
10.1037/0003-066x.50.9.741	0003-066X
10.1037/0003-066x.50.9.750	0003-066X
10.1037/0003-066x.51.2.161	0003-066X
10.1037/0003-066x.51.2.77	0003-066X
10.1037/0003-066x.51.3.237	0003-066X
10.1037/0003-066x.51.3.244	0003-066X
10.1037/0003-066x.51.3.248	0003-066X
10.1037/0003-066x.51.7.702	1935-990X
10.1037/0003-066x.51.7.733	1935-990X
10.1037/0003-066x.52.10.1046	1935-990X
10.1037/0003-066x.52.10.1051	1935-990X
10.1037/0003-066x.52.4.318	1935-990X
10.1037/0003-066x.52.4.345	1935-990X
10.1037/0003-066x.52.4.366	1935-990X
10.1037/0003-066x.52.5.509	1935-990X
10.1037/0003-066x.52.6.613	1935-990X
10.1037/0003-066x.52.6.630	1935-990X
10.1037/0003-066x.52.7.700	0003-066X
10.1037/0003-066x.52.9.988	1935-990X
10.1037/0003-066x.53.12.1270	1935-990X
10.1037/0003-066x.53.2.205	1935-990X
10.1037/0003-066x.53.4.398	1935-990X
10.1037/0003-066x.53.4.429	1935-990X
10.1037/0003-066x.53.5.533	1935-990X
10.1037/0003-066x.53.9.1017	1935-990X
10.1037/0003-066x.54.1.21	0003-066X
10.1037/0003-066x.54.1.30	0003-066X
10.1037/0003-066x.54.1.5	0003-066X
10.1037/0003-066x.54.3.165	1935-990X
10.1037/0003-066x.54.3.182	1935-990X
10.1037/0003-066x.54.6.397	1935-990X
10.1037/0003-066x.54.6.408	1935-990X
10.1037/0003-066x.54.7.480	1935-990X
10.1037/0003-066x.54.7.504	1935-990X
10.1037/0003-066x.54.8.594	1935-990X
10.1037/0003-066x.54.9.755	1935-990X
10.1037/0003-066x.55.1.15	1935-990X
10.1037/0003-066x.55.1.159	1935-990X
10.1037/0003-066x.55.1.170	1935-990X
10.1037/0003-066x.55.1.34	1935-990X
10.1037/0003-066x.55.1.5	1935-990X
10.1037/0003-066x.55.1.56	1935-990X
10.1037/0003-066x.55.1.68	1935-990X
10.1037/0003-066x.55.1.89	1935-990X
10.1037/0003-066x.55.10.1105	1935-990X
10.1037/0003-066x.55.11.1274	1935-990X
10.1037/0003-066x.55.2.241	1935-990X
10.1037/0003-066x.55.4.431	1935-990X
10.1037/0003-066x.55.5.469	1935-990X
10.1037/0003-066x.55.6.647	1935-990X
10.1037/0003-066x.56.1.75	1935-990X
10.1037/0003-066x.56.10.803	1935-990X
10.1037/0003-066x.56.12.1164	1935-990X
10.1037/0003-066x.56.2.109	1935-990X
10.1037/0003-066x.56.3.218	1935-990X
10.1037/0003-066x.56.5.405	1935-990X
10.1037/0003-066x.56.5.453	0003-066X
10.1037/0003-066x.56.6-7.477	1935-990X
10.1037/0003-066x.57.1.5	1935-990X
10.1037/0003-066x.57.11.819	1935-990X
10.1037/0003-066x.57.12.1060	1935-990X
10.1037/0003-066x.57.3.161	1935-990X
10.1037/0003-066x.57.3.165	1935-990X
10.1037/0003-066x.57.3.176	1935-990X
10.1037/0003-066x.57.5.360	1935-990X
10.1037/0003-066x.57.9.705	1935-990X
10.1037/0003-066x.58.1.53	1935-990X
10.1037/0003-066x.58.11.878	1935-990X
10.1037/0003-066x.58.11.890	1935-990X
10.1037/0003-066x.58.5.364	1935-990X
10.1037/0003-066x.58.6-7.449	1935-990X
10.1037/0003-066x.58.9.697	1935-990X
10.1037/0003-066x.59.1.14	1935-990X
10.1037/0003-066x.59.4.261	1935-990X
10.1037/0003-066x.59.5.358	0003-066X
10.1037/0003-066x.59.8.676	1935-990X
10.1037/0003-066x.59.8.685	1935-990X
10.1037/0003-066x.59.8.761	1935-990X
10.1037/0003-066x.59.9.869	1935-990X
10.1037/0003-066x.59.9.891	1935-990X
10.1037/0003-066x.60.1.16	1935-990X
10.1037/0003-066x.60.2.161	1935-990X
10.1037/0003-066x.60.6.581	1935-990X
10.1037/0003-066x.60.7.678	1935-990X
10.1037/0003-066x.61.1.10	1935-990X
10.1037/0003-066x.61.2.178	1935-990X
10.1037/0003-066x.61.4.271	1935-990X
10.1037/0003-066x.61.4.305	1935-990X
10.1037/0003-066x.61.6.607	1935-990X
10.1037/0003-066x.61.7.651	1935-990X
10.1037/0003-066x.61.7.671	1935-990X
10.1037/0003-066x.61.8.774	1935-990X
10.1037/0003-066x.62.1.25	1935-990X
10.1037/0003-066x.62.1.48	1935-990X
10.1037/0003-066x.62.1.6	1935-990X
10.1037/0003-066x.62.2.95	1935-990X
10.1037/0003-066x.62.3.220	1935-990X
10.1037/0003-066x.62.3.252	1935-990X
10.1037/0003-066x.62.4.271	1935-990X
10.1037/0003-066x.62.6.555	1935-990X
10.1037/0003-066x.62.6.590	1935-990X
10.1037/0003-066x.62.7.625	1935-990X
10.1037/0003-066x.62.8.857	1935-990X
10.1037/0003-066x.62.9.1071	1935-990X
10.1037/0003-066x.63.1.14	1935-990X
10.1037/0003-066x.63.1.51	1935-990X
10.1037/0003-066x.63.4.215	1935-990X
10.1037/0003-066x.63.6.503	1935-990X
10.1037/0003-066x.63.8.818	1935-990X
10.1037/0003-066x.63.9.839	1935-990X
10.1037/0003-066x.63.9.852	1935-990X
10.1037/0003-066x.64.8.644	1935-990X
10.1037/000698	1554-0138
10.1037/000751	0010-7549
10.1037/0008-400x.29.3.157	1879-2669
10.1037/0008-400x.40.3.153	1879-2669
10.1037/000807	0010-7549
10.1037/0012-1649.12.1.85	0012-1649
10.1037/0012-1649.13.2.170	0012-1649
10.1037/0012-1649.13.5.492	0012-1649
10.1037/0012-1649.13.5.501	0012-1649
10.1037/0012-1649.13.5.541	0012-1649
10.1037/0012-1649.14.1.44	0012-1649
10.1037/0012-1649.14.2.119	0012-1649
10.1037/0012-1649.14.2.183	0012-1649
10.1037/0012-1649.14.3.268	0012-1649
10.1037/0012-1649.14.4.435	0012-1649
10.1037/0012-1649.15.1.38	0012-1649
10.1037/0012-1649.15.2.95	0012-1649
10.1037/0012-1649.15.3.288	0012-1649
10.1037/0012-1649.15.5.543	0012-1649
10.1037/0012-1649.15.6.608	0012-1649
10.1037/0012-1649.16.1.10	0012-1649
10.1037/0012-1649.16.1.23	0012-1649
10.1037/0012-1649.16.2.100	1939-0599
10.1037/0012-1649.16.5.454	0012-1649
10.1037/0012-1649.16.6.543	0012-1649
10.1037/0012-1649.17.2.215	0012-1649
10.1037/0012-1649.17.3.258	0012-1649
10.1037/0012-1649.17.4.472	0012-1649
10.1037/0012-1649.17.5.595	0012-1649
10.1037/0012-1649.17.5.650	0012-1649
10.1037/0012-1649.17.6.809	0012-1649
10.1037/0012-1649.17.6.872	0012-1649
10.1037/0012-1649.18.2.199	0012-1649
10.1037/0012-1649.18.4.595	0012-1649
10.1037/0012-1649.18.5.760	0012-1649
10.1037/0012-1649.19.2.215	0012-1649
10.1037/0012-1649.20.5.828	0012-1649
10.1037/0012-1649.21.1.195	1939-0599
10.1037/0012-1649.21.1.3	1939-0599
10.1037/0012-1649.21.3.446	1939-0599
10.1037/0012-1649.21.3.547	1939-0599
10.1037/0012-1649.21.5.872	1939-0599
10.1037/0012-1649.21.6.1105	1939-0599
10.1037/0012-1649.21.6.932	1939-0599
10.1037/0012-1649.22.1.103	1939-0599
10.1037/0012-1649.22.1.3	1939-0599
10.1037/0012-1649.22.2.191	1939-0599
10.1037/0012-1649.22.2.204	1939-0599
10.1037/0012-1649.22.2.265	1939-0599
10.1037/0012-1649.22.2.265</nowiki>	null
10.1037/0012-1649.22.3.317	1939-0599
10.1037/0012-1649.22.4.450	1939-0599
10.1037/0012-1649.22.4.521	1939-0599
10.1037/0012-1649.22.6.800	1939-0599
10.1037/0012-1649.23.2.308	0012-1649
10.1037/0012-1649.23.3.363	0012-1649
10.1037/0012-1649.23.5.655	0012-1649
10.1037/0012-1649.23.6.807	0012-1649
10.1037/0012-1649.24.1.14	1939-0599
10.1037/0012-1649.24.2.230	1939-0599
10.1037/0012-1649.24.3.415	0012-1649
10.1037/0012-1649.24.4.470	1939-0599
10.1037/0012-1649.24.4.560	0012-1649
10.1037/0012-1649.24.5.672	0012-1649
10.1037/0012-1649.25.2.197	1939-0599
10.1037/0012-1649.25.3.343	1939-0599
10.1037/0012-1649.25.3.394	0012-1649
10.1037/0012-1649.25.4.525	0012-1649
10.1037/0012-1649.25.5.827	1939-0599
10.1037/0012-1649.26.1.128	1939-0599
10.1037/0012-1649.26.1.7	1939-0599
10.1037/0012-1649.26.1.85	1939-0599
10.1037/0012-1649.26.2.217	0012-1649
10.1037/0012-1649.26.2.221	0012-1649
10.1037/0012-1649.26.3.360	0012-1649
10.1037/0012-1649.26.5.721	0012-1649
10.1037/0012-1649.26.5.845	0012-1649
10.1037/0012-1649.26.6.972	1939-0599
10.1037/0012-1649.26.6.978	1939-0599
10.1037/0012-1649.27.1.33	1939-0599
10.1037/0012-1649.27.1.79	1939-0599
10.1037/0012-1649.27.2.236	0012-1649
10.1037/0012-1649.27.6.975	0012-1649
10.1037/0012-1649.28.1.126	1939-0599
10.1037/0012-1649.28.1.5	1939-0599
10.1037/0012-1649.28.1.90	1939-0599
10.1037/0012-1649.28.2.179	0012-1649
10.1037/0012-1649.28.2.191	0012-1649
10.1037/0012-1649.28.2.225	0012-1649
10.1037/0012-1649.28.2.231	1939-0599
10.1037/0012-1649.28.2.251	0012-1649
10.1037/0012-1649.28.4.568	1939-0599
10.1037/0012-1649.28.4.604	1939-0599
10.1037/0012-1649.28.4.635	1939-0599
10.1037/0012-1649.28.5.759	0012-1649
10.1037/0012-1649.28.5.776	0012-1649
10.1037/0012-1649.28.5.887	0012-1649
10.1037/0012-1649.28.6.1006	1939-0599
10.1037/0012-1649.28.6.1153	1939-0599
10.1037/0012-1649.29.1.150	0012-1649
10.1037/0012-1649.29.1.3	0012-1649
10.1037/0012-1649.29.1.96	0012-1649
10.1037/0012-1649.29.2.220	1939-0599
10.1037/0012-1649.29.5.832	1939-0599
10.1037/0012-1649.29.5.844	0012-1649
10.1037/0012-1649.29.6.970	1939-0599
10.1037/0012-1649.30.2.178	0012-1649
10.1037/0012-1649.30.5.639	0012-1649
10.1037/0012-1649.30.6.869	0012-1649
