10.4137/BECB.S34255	1179-5972
10.4292/wjgpt.v7.i2.235	2150-5349
10.4292/wjgpt.v7.i2.306	2150-5349
10.4292/wjgpt.v7.i2.334	2150-5349
10.4292/wjgpt.v8.i1.47	2150-5349
10.4292/wjgpt.v8.i3.162	2150-5349
10.4293/108680809X12589998403967	1086-8089
10.4293/108680810X12924466008169	1086-8089
10.4293/108680811X13071180406871	1086-8089
10.4293/108680811X13071180407357	1086-8089
10.4293/JSLS.2014.00200	1086-8089
10.4293/JSLS.2015.00107	1086-8089
10.4294/jpe1952.35.415	1884-2305
10.4294/jpe1952.39.589	1884-2305
10.4294/jpe1952.43.585	1884-2305
10.4294/zisin.64.155	1883-9029
10.4296/cwrj1	0701-1784
10.4296/cwrj1303006	0701-1784
10.4296/cwrj147	0701-1784
10.4296/cwrj1604317	0701-1784
10.4296/cwrj1802133	0701-1784
10.4296/cwrj3501093	0701-1784
10.4297/najms.2011.3431	1947-2714
10.4300/JGME-04-03-31	1949-8349
10.4300/JGME-D-09-00010.1	1949-8349
10.4300/JGME-D-11-00256.1	1949-8349
10.4300/JGME-D-11-00277.1	1949-8349
10.4300/JGME-D-12-00015.1	1949-8349
10.4300/JGME-D-12-00354.1	1949-8349
10.4300/JGME-D-13-00220.1	1949-8349
10.4300/JGME-D-14-00612.1	1949-8349
10.4300/JGME-D-18-00082.1	1949-8349
10.4300/jgme-d-12-00354.1	1949-8349
10.4303/bda/D110155	2090-5017
10.4303/jglta/S070302	1736-5279
10.4304/jcm.4.3.146-154	1796-2021
10.4304/jcm.7.4.290-308	1796-2021
10.4304/jcp.6.4.825-829	1796-203X
10.4304/jltr.1.1.77-80	1798-4769
10.4304/jltr.1.1.84-89	1798-4769
10.4304/jltr.2.1	null
10.4304/jltr.5.5.1205-1209	1798-4769
10.4304/jmm.3.3.18-25	1796-2048
10.4304/jmm.4.1.9-14	1796-2048
10.4304/jmm.6.5.467-475	1796-2048
10.4304/jsw.3.4.51-61	1796-217X
10.4304/jsw.4.9.992-1013	1796-217X
10.4304/jsw.7.5.1136-1148	1796-217X
10.4304/jsw.7.9	null
10.4304/jsw.8.4.1011-1018	1796-217X
10.4304/jsw.9.1.121-128	1796-217X
10.4305/METU.JFA.2012.2.1	0258-5316
10.4305/METU.JFA.2016.1.5	0258-5316
10.4306/jknpa.2013.52.3.130	1015-4817
10.4306/pi.2008.5.3.168	1738-3684
10.4306/pi.2008.5.3.179	1738-3684
10.4306/pi.2008.5.4.209	1738-3684
10.4306/pi.2009.6.1.7	1738-3684
10.4306/pi.2009.6.2.72	1738-3684
10.4306/pi.2010.7.2.109	1738-3684
10.4306/pi.2010.7.4.231	1738-3684
10.4306/pi.2011.8.1.71	1738-3684
10.4306/pi.2011.8.2.89	1738-3684
10.4306/pi.2011.8.3.179	1738-3684
10.4306/pi.2011.8.3.179&code=0162PI&vmode=FULL	null
10.4306/pi.2011.8.3.221	1738-3684
10.4306/pi.2011.8.4.275	1738-3684
10.4306/pi.2013.10.3.225	1738-3684
10.4306/pi.2014.11.4.363	1738-3684
10.4308/hjb.19.1.18	1978-3019
10.4308/hjb.19.2.93	1978-3019
10.4308/hjb.20.4.163	1978-3019
10.4308/hjb.20.4.171	1978-3019
10.4309/jgi.2008.21.8	1910-7595
10.4310/AJM.2006.v10.n2.a2	1093-6106
10.4310/AJM.2013.v17.n2.a3	1093-6106
10.4310/CAG.1999.v7.n1.a5	1019-8385
10.4310/CAG.2010.v18.n1.a1	1019-8385
10.4310/CJM.2014.v2.n1.a4	2168-0930
10.4310/CNTP.2007.v1.n1.a1	1931-4523
10.4310/HHA.2012.v14.n1.a12	1532-0073
10.4310/JOC.2012.v3.n2.a6	2156-3527
10.4310/MRL.1994.v1.n5.a3	1073-2780
10.4310/MRL.1994.v1.n5.a9	1073-2780
10.4310/MRL.1994.v1.n6.a14	1073-2780
10.4310/MRL.1999.v6.n1.a5	1073-2780
10.4310/MRL.2004.v11.n2.a2	1073-2780
10.4310/MRL.2015.v22.n4.a8	1073-2780
10.4310/PAMQ.2006.v2.n2.a2	1558-8599
10.4310/PAMQ.2006.v2.n2.a3	1558-8599
10.4310/PAMQ.2008.v4.n3.a8	1558-8599
10.4310/PAMQ.2008.v4.n4.a15	1558-8599
10.4310/PAMQ.2011.v7.n4.a6	1558-8599
10.4310/PAMQ.2012.v8.n3.a5	1558-8599
10.4310/SDG.1990.v1.n1.a5	1052-9233
10.4310/SDG.2002.v7.n1.a4	1052-9233
10.4310/SDG.2005.v10.n1.a9	1052-9233
10.4310/ajm.1997.v1.n4.a5	1093-6106
10.4310/ajm.1998.v2.n1.a2	1093-6106
10.4310/ajm.1999.v3.n1.a6	1093-6106
10.4310/ajm.1999.v3.n4.a4	1093-6106
10.4310/ajm.2004.v8.n1.a9	1093-6106
10.4310/ajm.2004.v8.n3.a8	1093-6106
10.4310/ajm.2006.v10.n2.a2	1093-6106
10.4310/atmp.1998.v2.n2.a1	1095-0761
10.4310/atmp.2003.v7.n3.a1	1095-0761
10.4310/atmp.2004.v8.n5.a3	1095-0761
10.4310/atmp.2006.v10.n3.a3	1095-0761
10.4310/atmp.2007.v11.n5.a1	1095-0761
10.4310/atmp.2011.v15.n5.a4	1095-0761
10.4310/cag.1997.v5.n1.a1	1019-8385
10.4310/cag.2005.v13.n2.a5	1019-8385
10.4310/cis.2002.v2.n2.a3	1526-7555
10.4310/cis.2003.v3.n1.a4	1526-7555
10.4310/cntp.2007.v1.n1.a1	1931-4523
10.4310/cntp.2009.v3.n3.a4	1931-4523
10.4310/hha.2003.v5.n1.a3	1532-0073
10.4310/hha.2012.v14.n1.a11	1532-0073
10.4310/hha.2016.v18.n1.a21	1532-0073
10.4310/jdg/1090349428	0022-040X
10.4310/jdg/1090349447	0022-040X
10.4310/jdg/1121449107	0022-040X
10.4310/jdg/1180135693	0022-040X
10.4310/jdg/1214424967	0022-040X
10.4310/jdg/1214433729	0022-040X
10.4310/jdg/1214437492	0022-040X
10.4310/jdg/1214438426	0022-040X
10.4310/jdg/1214439902	0022-040X
10.4310/jdg/1214440025	0022-040X
10.4310/jdg/1214440725	0022-040X
10.4310/jdg/1214440981	0022-040X
10.4310/jdg/1214441371	0022-040X
10.4310/jdg/1214443066	0022-040X
10.4310/jdg/1214444099	0022-040X
10.4310/jdg/1214446558	0022-040X
10.4310/jdg/1214447218	0022-040X
10.4310/jdg/1214448076	0022-040X
10.4310/jdg/1214448266	0022-040X
10.4310/jdg/1214454674	0022-040X
10.4310/jdg/1214455287	0022-040X
10.4310/jdg/1214459408	0022-040X
10.4310/jdg/1214501132	0022-040X
10.4310/jdg/1214509283	0022-040X
10.4310/jdg/1279114297	0022-040X
10.4310/jdg/1427202766	0022-040X
10.4310/jdg/1442364652	0022-040X
10.4310/joc.2012.v3.n4.a5	2156-3527
10.4310/mrl.1994.v1.n6.a14	1073-2780
10.4310/mrl.1996.v3.n3.a1	1073-2780
10.4310/mrl.1999.v6.n6.a10	1073-2780
10.4310/mrl.2000.v7.n4.a1	1073-2780
10.4310/mrl.2001.v8.n3.a5	1073-2780
10.4310/mrl.2001.v8.n4.a1	1073-2780
10.4310/mrl.2001.v8.n4.a12	1073-2780
10.4310/mrl.2001.v8.n6.a4	1073-2780
10.4310/mrl.2005.v12.n6.a6	1073-2780
10.4310/mrl.2006.v13.n6.a10	1073-2780
10.4310/mrl.2011.v18.n4.a9	1073-2780
10.4310/pamq.2006.v2.n1.a9	1558-8599
10.4310/pamq.2006.v2.n2.a3	1558-8599
10.4310/pamq.2006.v2.n3.a7	1558-8599
10.4310/sdg.2002.v7.n1.a15	1052-9233
10.4310/sii.2011.v4.n2.a4	1938-7989
10.4311/	null
10.4311/2011JCKS0203	1090-6924
10.4311/2011LSC0215	1090-6924
10.4311/jcks2009lsc0107	1090-6924
10.4311/jcks2010es0143	1090-6924
10.4312/as.2015.3.1.53-81	2350-4226
10.4312/dp.33.3	1854-2492
10.4312/dp.36.14	1854-2492
10.4312/dp.40.1	1408-967X
10.4312/dp.40.21	1408-967X
10.4312/dp.44.17	1854-2492
10.4312/elope.11.2.51-63	2386-0316
10.4312/linguistica.51.1.201-216	2350-420X
10.4312/linguistica.52.1.253-266	2350-420X
10.4312/linguistica.55.1.29-46	2350-420X
10.4314/SACQ.V52I1.2	2413-3108
10.4314/aa.v14i1-2.57726	1024-0969
10.4314/aa.v9i1.23070	1024-0969
10.4314/abs.v2i2.40648	1596-6569
10.4314/acsj.v11i3.27570	2072-6589
10.4314/acsj.v16i1.54350	2072-6589
10.4314/acsj.v24i4.9	2072-6589
10.4314/actat.v26i2.52570	1015-8758
10.4314/actat.v26i2.52575	1015-8758
10.4314/ae.v10i3.22558	null
10.4314/ahs.v12i4.2	1680-6905
10.4314/ahs.v13i4.18	1680-6905
10.4314/ahs.v15i1.18	1680-6905
10.4314/ajdas.v9i2.64142	1531-4065
10.4314/ajfand.v11i2.65923	1684-5358
10.4314/ajid.v5i1.66508	2006-0165
10.4314/ajpsy.v12i2.43731	1994-8220
10.4314/ajpsy.v12i3.48494	1994-8220
10.4314/ajpsy.v15i5.45	1994-8220
10.4314/ajpsy.v16i4.39	1994-8220
10.4314/ajtcam.v10i1.11	0189-6016
10.4314/ajtcam.v11i4.19	0189-6016
10.4314/ajtcam.v12i1.3	0189-6016
10.4314/ajtcam.v12i2.14	0189-6016
10.4314/ajtcam.v4i2.31207	0189-6016
10.4314/ajtcam.v4i3.31219	0189-6016
10.4314/ajtcam.v4i4.31236	0189-6016
10.4314/ajtcam.v6i3.57145	0189-6016
10.4314/ajtcam.v8i5S.1	0189-6016
10.4314/ajtcam.v8i5S.5	0189-6016
10.4314/ajtcam.v8i5s.1	0189-6016
10.4314/apra.v2i3.36328	0794-4721
10.4314/asr.v13i1.57752	1027-4332
10.4314/bajopas.v5i1.2	2006-6996
10.4314/biokem.v16i2.32575	0795-8080
10.4314/biokem.v17i2.32590	0795-8080
10.4314/eajsci.v2i2.40382	1992-0407
10.4314/eamj.v77i1.46373	0012-835X
10.4314/eamj.v77i6.46651	0012-835X
10.4314/eamj.v77i7.46663	0012-835X
10.4314/eamj.v80i3.8683	0012-835X
10.4314/eamj.v82i5.9318	0012-835X
10.4314/eamj.v83i1.9362	0012-835X
10.4314/eamj.v84i10.9567	0012-835X
10.4314/eia.v34i1.41371	0376-8902
10.4314/eia.v38i2.1	0376-8902
10.4314/eia.v38i3.6	0376-8902
10.4314/eia.v40i1.5	0376-8902
10.4314/ejbs.v4i2.39019	1819-8678
10.4314/ejbs2.v23i1.40302	1110-6379
10.4314/ejesc.v2i1.41977	1998-8907
10.4314/ejesc.v4i1.42995	1998-8907
10.4314/ejesc.v5i1.56309	1998-8907
10.4314/ejesm.v7i1.9	1998-0507
10.4314/ejhs.v26i3.9	1029-1857
10.4314/epj.v23i1.35086	1029-5933
10.4314/esarjo.v29i1.64299	0376-4753
10.4314/gjds.v8i2.5	0855-6768
10.4314/gjl.v3i1.1	2026-6596
10.4314/gjpas.v7i1.16208	1118-0579
10.4314/ijah.v3i3.8	2227-5452
10.4314/ijbcs.v4i4.62976	1991-8631
10.4314/ijbcs.v7i2.10	1991-8631
10.4314/ijmu.v12i1.1	1694-0423
10.4314/indilinga.v1i1.26322	1683-0296
10.4314/jassa.v2i2.16877	1019-7788
10.4314/jcs.v2i1.6231	1595-0956
10.4314/jcs.v4i1.6190	1595-0956
10.4314/jfta.v6i3.19292	1028-6098
10.4314/jgsa.v10i2.18038	0855-3823
10.4314/jis.v21i1.39954	0257-7062
10.4314/jsda.v16i2.23876	1012-1080
10.4314/laligens.v6i2.9	2227-5460
10.4314/lwati.v7i2.57538	1813-2227
10.4314/mcd.v1i1.44043	1662-2510
10.4314/mcd.v2i1.44124	1662-2510
10.4314/mcd.v2i1.44126	1662-2510
10.4314/mcd.v4i2.48649	1662-2510
10.4314/mcd.v4i2.48650	1662-2510
10.4314/mcd.v5i1.57336	1662-2510
10.4314/mcd.v5i2.63137	1662-2510
10.4314/mcd.v7i3.7	1662-2510
10.4314/mcd.v9i2.2	1662-2510
10.4314/mejs.v3i2.67715	2073-073X
10.4314/mmj.v22i3.62190	1995-7262
10.4314/msjm.v4i1.11019	1119-409X
10.4314/njm.v16i4.37328	1115-2613
10.4314/njnpm.v9i1.11826	1118-6267
10.4314/njpar.v24i1.37824	1117-4145
10.4314/njsr.v8i3-4.54882	1595-1103
10.4314/og.v8i1.2	1597-474X
10.4314/pamj.v5i1.56181	null
10.4314/pelj.v14i4.6	1727-3781
10.4314/pelj.v18i3.02	1727-3781
10.4314/pelj.v18i3.04	1727-3781
10.4314/pelj.v18i5.23	1727-3781
10.4314/sajas.v40i3.6	2221-4062
10.4314/sajhe.v22i3.25799	1011-3487
10.4314/sajpem.v21i2.31338	0258-0136
10.4314/sajpem.v24i4.31426	0258-0136
10.4314/sinet.v24i1.18177	0379-2897
10.4314/sisa.v21i1.47840	1011-582X
10.4314/star.v3i4.17	2305-3372
10.4314/tjpr.v12i1.21	1596-9827
10.4314/tjpr.v12i4.31	1596-9827
10.4314/tjpr.v14i1.7	1596-9827
10.4314/tjpr.v5i2.14637	1596-9827
10.4314/tjpr.v7i3.14686	1596-9827
10.4314/tjpr.v8i5.48091	1596-9827
10.4314/tvl.v52i1.21	0041-476X
10.4314/vulnew.v53i1.37630	1606-7479
10.4314/vulnew.v53i1.37634	1606-7479
10.4314/vulnew.v62i1.3	1606-7479
10.4314/vulnew.v67i2.1	1606-7479
10.4314/wajm.v23i2.28116	0189-160X
10.4314/wajm.v23i4.28147	0189-160X
10.4314/wajm.v24i1.28153	0189-160X
10.4314/wajm.v26i3.28321	0189-160X
10.4314/wsa.v37i1.64109	0378-4738
10.4314/wsa.v40i1.16	0378-4738
10.4314/wsa.v41i4.01	0378-4738
10.4314/wsa.v41i4.10	0378-4738
10.4315/0362-028X-47.4.270	0362-028X
10.4315/0362-028X-60.6.686	0362-028X
10.4315/0362-028X-63.7.976	0362-028X
10.4315/0362-028X-69.11.2703	0362-028X
10.4315/0362-028X-70.11.2646	0362-028X
10.4315/0362-028X-72.3.572	0362-028X
10.4315/0362-028X.JFP-10-244	0362-028X
10.4315/0362-028X.JFP-10-269	0362-028X
10.4315/0362-028X.JFP-10-398	0362-028X
10.4315/0362-028X.JFP-11-122	0362-028X
10.4315/0362-028X.JFP-11-148	0362-028X
10.4315/0362-028X.JFP-11-508	0362-028X
10.4315/0362-028X.JFP-12-040	0362-028X
10.4315/0362-028X.JFP-12-398	0362-028X
10.4315/0362-028X.JFP-12-399	0362-028X
10.4315/0362-028X.JFP-12-449	0362-028X
10.4315/0362-028X.JFP-13-084	0362-028X
10.4315/0362-028X.JFP-15-405	0362-028X
10.4315/0362-028x-41.8.598	0362-028X
10.4315/0362-028x-46.12.1065	0362-028X
10.4315/0362-028x-63.5.620	0362-028X
10.4315/0362-028x-64.2.246	0362-028X
10.4315/0362-028x-67.12.2719	0362-028X
10.4315/0362-028x-72.7.1491	0362-028X
10.4315/0362-028x.jfp-10-566	0362-028X
10.4315/0362-028x.jfp-11-508	0362-028X
10.4315/0362-028x.jfp-12-543	0362-028X
10.4315/0362-028x.jfp-13-084	0362-028X
10.4315/0362-028x.jfp-15-405	0362-028X
10.4317/jced.50592	1989-5488
10.4317/jced.51476	1989-5488
10.4317/jced.51819	1989-5488
10.4317/jced.52064	1989-5488
10.4317/jced.53022	1989-5488
10.4317/medoral.16.e139	1698-6946
10.4317/medoral.17452	1698-6946
10.4317/medoral.17647	1698-6946
10.4317/medoral.17706	1698-6946
10.4317/medoral.18419	1698-6946
10.4317/medoral.20589	1698-6946
10.4317/medoral.20716	1698-6946
10.4318/tjg.2010.0107	1300-4948
10.4319/lo.1958.3.3.0259	0024-3590
10.4319/lo.1959.4.2.0128	0024-3590
10.4319/lo.1959.4.2.0210	0024-3590
10.4319/lo.1960.5.3.0273	0024-3590
10.4319/lo.1961.6.2.0175	0024-3590
10.4319/lo.1962.7.2.0201	0024-3590
10.4319/lo.1963.8.4.0494	0024-3590
10.4319/lo.1964.9.3.0412	0024-3590
10.4319/lo.1964.9.3.0412/full	null
10.4319/lo.1965.10.3.0480	0024-3590
10.4319/lo.1967.12.2.0196	0024-3590
10.4319/lo.1967.12.2.0311	0024-3590
10.4319/lo.1969.14.3.0448	0024-3590
10.4319/lo.1969.14.4.0611	0024-3590
10.4319/lo.1969.14.5.0686	0024-3590
10.4319/lo.1969.14.6.0933	0024-3590
10.4319/lo.1970.15.3.0363	0024-3590
10.4319/lo.1971.16.2.0180	0024-3590
10.4319/lo.1971.16.2.0180/abstract	null
10.4319/lo.1971.16.4.0599	0024-3590
10.4319/lo.1972.17.4.0583	0024-3590
10.4319/lo.1972.17.4.0583/abstract	null
10.4319/lo.1972.17.6.0906	0024-3590
10.4319/lo.1973.18.3.0414	0024-3590
10.4319/lo.1973.18.4.0611	0024-3590
10.4319/lo.1974.19.1.0152	0024-3590
10.4319/lo.1974.19.1.0152/pdf	null
10.4319/lo.1974.19.2.0209	0024-3590
10.4319/lo.1974.19.3.0437	0024-3590
10.4319/lo.1975.20.3.0418/pdf	null
10.4319/lo.1975.20.3.0493	0024-3590
10.4319/lo.1975.20.3.0493/abstract	null
10.4319/lo.1976.21.1.0001	0024-3590
10.4319/lo.1976.21.1.0001/abstract	null
10.4319/lo.1976.21.6.0873	0024-3590
10.4319/lo.1977.22.1.0001	0024-3590
10.4319/lo.1977.22.2.0194	0024-3590
10.4319/lo.1977.22.3.0539	0024-3590
10.4319/lo.1977.22.3.0539/pdf	null
10.4319/lo.1977.22.4.0597	0024-3590
10.4319/lo.1977.22.4.0657	0024-3590
10.4319/lo.1978.23.2.0219	0024-3590
10.4319/lo.1978.23.3.0478	0024-3590
10.4319/lo.1978.23.4.0735	0024-3590
10.4319/lo.1978.23.4.0740	0024-3590
10.4319/lo.1978.23.6.1114	0024-3590
10.4319/lo.1979.24.1.0001	0024-3590
10.4319/lo.1979.24.2.0289	0024-3590
10.4319/lo.1979.24.4.0715	0024-3590
10.4319/lo.1979.24.5.0928	0024-3590
10.4319/lo.1979.24.5.0928/abstract	null
10.4319/lo.1980.25.1.0100	0024-3590
10.4319/lo.1980.25.1.0114	0024-3590
10.4319/lo.1980.25.1.0114/asset/lno19802510114.pdf	null
10.4319/lo.1980.25.1.0146	0024-3590
10.4319/lo.1981.26.3.0414	0024-3590
10.4319/lo.1981.26.5.0880	0024-3590
10.4319/lo.1982.27.6.1175	0024-3590
10.4319/lo.1982.27.6.1175/full	null
10.4319/lo.1983.28.2.0352	0024-3590
10.4319/lo.1983.28.4.0757	0024-3590
10.4319/lo.1984.29.2.0311	0024-3590
10.4319/lo.1984.29.4.0879	0024-3590
10.4319/lo.1984.29.4.0879/abstract	null
10.4319/lo.1984.29.6.1322	0024-3590
10.4319/lo.1985.30.1.0157	0024-3590
10.4319/lo.1985.30.2.0311	0024-3590
10.4319/lo.1985.30.5.1090	0024-3590
10.4319/lo.1986.31.1.0079	0024-3590
10.4319/lo.1986.31.1.0233	0024-3590
10.4319/lo.1987.32.1.0260	0024-3590
10.4319/lo.1987.32.2.0313	0024-3590
10.4319/lo.1987.32.2.0313/abstract	null
10.4319/lo.1987.32.3.0686	0024-3590
10.4319/lo.1987.32.3.0686/pdf	null
10.4319/lo.1987.32.4.0895	0024-3590
10.4319/lo.1987.32.4.0895/abstract	null
10.4319/lo.1987.32.5.1085	0024-3590
10.4319/lo.1987.32.6.1365	0024-3590
10.4319/lo.1988.33.3.0409	0024-3590
10.4319/lo.1988.33.3.0409/abstract	null
10.4319/lo.1988.33.4_part_2.0910	0024-3590
10.4319/lo.1988.33.6.1234	0024-3590
10.4319/lo.1988.33.6.1241	0024-3590
10.4319/lo.1988.33.6_part_2.1606	0024-3590
10.4319/lo.1989.34.1.0096	0024-3590
10.4319/lo.1989.34.2.0310	0024-3590
10.4319/lo.1989.34.3.0647	0024-3590
10.4319/lo.1989.34.5.0953	0024-3590
10.4319/lo.1989.34.7.1214	0024-3590
10.4319/lo.1989.34.7.1214/abstract	null
10.4319/lo.1990.35.1.0045	0024-3590
10.4319/lo.1990.35.5.1091	0024-3590
10.4319/lo.1990.35.7.1437	0024-3590
10.4319/lo.1990.35.7.1437/abstract	null
10.4319/lo.1990.35.7.1631/pdf	null
10.4319/lo.1991.36.3.0588	0024-3590
10.4319/lo.1991.36.5.0846	0024-3590
10.4319/lo.1991.36.5.0846/abstract	null
10.4319/lo.1991.36.5.1007	0024-3590
10.4319/lo.1991.36.5.1007/abstract	null
10.4319/lo.1991.36.7.1503	0024-3590
10.4319/lo.1991.36.8.1865	0024-3590
10.4319/lo.1991.36.8.1865/abstract	null
10.4319/lo.1991.36.8.1928	0024-3590
10.4319/lo.1992.37.1.0150	0024-3590
10.4319/lo.1992.37.1.0150/abstract	null
10.4319/lo.1992.37.1.0162	0024-3590
10.4319/lo.1992.37.2.0425	0024-3590
10.4319/lo.1992.37.3.0468	0024-3590
10.4319/lo.1992.37.3.0468/full	null
10.4319/lo.1992.37.7.1483	0024-3590
10.4319/lo.1993.38.4.0725	0024-3590
10.4319/lo.1993.38.5.0965	0024-3590
10.4319/lo.1993.38.8.1823	0024-3590
10.4319/lo.1994.39.1.0021	0024-3590
10.4319/lo.1994.39.1.0126	0024-3590
10.4319/lo.1994.39.1.0154	0024-3590
10.4319/lo.1994.39.1.0154/full	null
10.4319/lo.1994.39.3.0508	0024-3590
10.4319/lo.1994.39.4.0954	0024-3590
10.4319/lo.1994.39.6.1476	0024-3590
10.4319/lo.1995.40.4.0730	0024-3590
10.4319/lo.1995.40.4.0730/abstract	null
10.4319/lo.1995.40.4.0730/epdf	null
10.4319/lo.1995.40.4.0834	0024-3590
10.4319/lo.1995.40.5.0845	0024-3590
10.4319/lo.1995.40.5.0947	0024-3590
10.4319/lo.1995.40.6.1056	0024-3590
10.4319/lo.1995.40.8.1430	0024-3590
10.4319/lo.1995.40.8.1430/abstract	null
10.4319/lo.1996.41.2.0271	0024-3590
10.4319/lo.1996.41.4.0783	0024-3590
10.4319/lo.1996.41.4.0783/abstract	null
10.4319/lo.1996.41.7.1425	0024-3590
10.4319/lo.1996.41.7.1490	0024-3590
10.4319/lo.1996.41.8.1619	0024-3590
10.4319/lo.1997.42.1.0133	0024-3590
10.4319/lo.1997.42.5.0930	0024-3590
10.4319/lo.1997.42.5_part_2.1009	0024-3590
10.4319/lo.1997.42.5_part_2.1137	0024-3590
10.4319/lo.1997.42.5_part_2.1154	0024-3590
10.4319/lo.1997.42.5_part_2.1178	0024-3590
10.4319/lo.1997.42.6.1307	0024-3590
10.4319/lo.1998.43.4.0577	0024-3590
10.4319/lo.1998.43.5.0763	0024-3590
10.4319/lo.1998.43.5.0763/full	null
10.4319/lo.1998.43.6.1089	0024-3590
10.4319/lo.1999.44.1.0080	0024-3590
10.4319/lo.1999.44.2.0237	0024-3590
10.4319/lo.1999.44.2.0282	0024-3590
10.4319/lo.1999.44.7.1781	0024-3590
10.4319/lo.2000.45.1.0131	0024-3590
10.4319/lo.2000.45.1.0131/abstract	null
10.4319/lo.2000.45.2.0459	0024-3590
10.4319/lo.2000.45.3.0601	0024-3590
10.4319/lo.2000.45.6.1320	0024-3590
10.4319/lo.2000.45.8.1818	0024-3590
10.4319/lo.2001.46.2.0465	0024-3590
10.4319/lo.2001.46.2.0465/full	null
10.4319/lo.2001.46.5.1158	0024-3590
10.4319/lo.2001.46.5.1199	0024-3590
10.4319/lo.2001.46.6.1309	0024-3590
10.4319/lo.2001.46.6.1309/abstract	null
10.4319/lo.2001.46.6.1400	0024-3590
10.4319/lo.2002.47.2.0515	0024-3590
10.4319/lo.2002.47.2.0551	0024-3590
10.4319/lo.2002.47.2.0551/abstract	null
10.4319/lo.2002.47.4.0953	0024-3590
10.4319/lo.2002.47.4.1210	0024-3590
10.4319/lo.2002.47.4.1248	0024-3590
10.4319/lo.2002.47.5.1367	0024-3590
10.4319/lo.2002.47.5.1545	0024-3590
10.4319/lo.2003.48.4.1394	0024-3590
10.4319/lo.2004.49.1.0051	0024-3590
10.4319/lo.2004.49.1.0051/abstract	null
10.4319/lo.2004.49.1.0168	0024-3590
10.4319/lo.2004.49.1.0233	0024-3590
10.4319/lo.2004.49.3.0778	0024-3590
10.4319/lo.2004.49.3.0784	0024-3590
10.4319/lo.2004.49.4_part_2.1463	0024-3590
10.4319/lo.2004.49.5.1857	0024-3590
10.4319/lo.2004.49.6.1923	0024-3590
10.4319/lo.2005.50.1.0128	0024-3590
10.4319/lo.2005.50.1.0128/abstract	null
10.4319/lo.2005.50.4.1172	0024-3590
10.4319/lo.2005.50.5.1511	0024-3590
10.4319/lo.2005.50.5.1520	0024-3590
10.4319/lo.2006.51.2.1180	0024-3590
10.4319/lo.2006.51.3.1249	0024-3590
10.4319/lo.2006.51.4.1887	0024-3590
10.4319/lo.2006.51.5.2033	0024-3590
10.4319/lo.2006.51.5.2388	0024-3590
10.4319/lo.2006.51.6.2527	0024-3590
10.4319/lo.2007.52.1.0428	0024-3590
10.4319/lo.2007.52.2.0517	0024-3590
10.4319/lo.2007.52.2.0517/abstract	null
10.4319/lo.2007.52.2.0676	0024-3590
10.4319/lo.2007.52.3.0975	0024-3590
10.4319/lo.2007.52.5.1735	0024-3590
10.4319/lo.2007.52.5.1898	0024-3590
10.4319/lo.2007.52.5.2205	0024-3590
10.4319/lo.2007.52.6.2569	0024-3590
10.4319/lo.2008.53.1.0319	0024-3590
10.4319/lo.2008.53.2.0531	0024-3590
10.4319/lo.2008.53.3.0986	0024-3590
10.4319/lo.2008.53.3.1181	0024-3590
10.4319/lo.2008.53.4.1339	0024-3590
10.4319/lo.2008.53.4.1562	0024-3590
10.4319/lo.2008.53.4.1678	0024-3590
10.4319/lo.2008.53.5.1853	0024-3590
10.4319/lo.2008.53.5_part_2.2226	0024-3590
10.4319/lo.2008.53.5_part_2.2264	0024-3590
10.4319/lo.2008.53.6.2546	0024-3590
10.4319/lo.2009.54.3.0823	0024-3590
10.4319/lo.2009.54.4.1197	0024-3590
10.4319/lo.2009.54.5.1595	0024-3590
10.4319/lo.2009.54.6.1911	0024-3590
10.4319/lo.2009.54.6.2081	0024-3590
10.4319/lo.2009.54.6.2081/abstract	null
10.4319/lo.2009.55.2.0667	0024-3590
10.4319/lo.2010.55.3.0965	0024-3590
10.4319/lo.2010.55.4.1601	0024-3590
10.4319/lo.2010.55.5.1901	0024-3590
10.4319/lo.2010.55.6.2526	0024-3590
10.4319/lo.2011.56.1.0097	0024-3590
10.4319/lo.2011.56.2.0639	0024-3590
10.4319/lo.2011.56.2.0639/abstract	null
10.4319/lo.2011.56.4.1310	0024-3590
10.4319/lo.2011.56.5.1587	0024-3590
10.4319/lo.2011.56.5.1917	0024-3590
10.4319/lo.2011.56.6.2243	0024-3590
10.4319/lo.2011.56.6.2243/abstract	null
10.4319/lo.2011.56.6.2293	0024-3590
10.4319/lo.2012.57.1.0176	0024-3590
10.4319/lo.2012.57.3.0698	0024-3590
10.4319/lo.2012.57.3.0698/abstract	null
10.4319/lo.2012.57.3.0727	0024-3590
10.4319/lo.2012.57.3.0727/abstract	null
10.4319/lo.2013.58.1.0185	0024-3590
10.4319/lo.2013.58.2.0443	0024-3590
10.4319/lo.2013.58.3.1103	0024-3590
10.4319/lo.2013.58.6.2037	0024-3590
10.4319/lo.2014.59.1.0156	0024-3590
10.4319/lom.2008.6.412	1541-5856
10.4319/lom.2009.7.706	1541-5856
10.4319/lom.2012.10.167	1541-5856
10.4319/lom.2012.10.234	1541-5856
10.4319/lom.2012.10.853	1541-5856
10.4319/lom.2012.10.899	1541-5856
10.4321/S0211-95362011000100009	0211-9536
10.4321/S0212-71992005000100013	0212-7199
10.4321/S0213-61632008000400006	0213-6163
